,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final,Valor_Unitario_Num,Valor Custo
274,65200,2023-12-01,Loja Rio de Janeiro 1,Mouse Pad Colorido,2,216,432,216,88.64
275,65200,2023-12-01,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,138,138,138,126.59
276,65200,2023-12-01,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,2,114,228,114,85.07
277,65200,2023-12-01,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,5,118,590,118,105.21
278,65201,2023-12-01,Loja Campinas,Mouse Pad Colorido,2,350,700,350,143.63
279,65201,2023-12-01,Loja Campinas,Mouse sem Fio Microsoft,2,259,518,259,162.03
280,65202,2023-12-01,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,1,100,100,100,74.62
281,65202,2023-12-01,Loja Rio de Janeiro 2,Mouse sem Fio Microsoft,5,255,1275,255,159.53
282,65202,2023-12-02,Loja Rio de Janeiro 2,Mouse Pad Colorido,1,214,214,214,87.82
283,65202,2023-12-02,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,311,311,311,285.28
284,65204,2023-12-02,Loja Natal,Teclado sem Fio Megaware,1,93,93,93,69.38
285,65204,2023-12-02,Loja Natal,Teclado Gamer com Led,2,248,496,248,182.4
286,65204,2023-12-02,Loja Natal,Calculadora Cientifica HP,4,195,780,195,139.62
287,65204,2023-12-02,Loja Natal,Mouse Pad Colorido,1,363,363,363,148.97
288,65204,2023-12-02,Loja Natal,Teclado sem Fio Megaware,2,124,248,124,92.51
289,65205,2023-12-02,Loja São Paulo 3,Teclado Gamer com Led,1,214,214,214,157.4
290,65206,2023-12-02,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,3,87,261,87,79.8
291,65207,2023-12-02,Loja São Paulo 2,Teclado sem Fio Multi,2,93,186,93,58.46
292,65207,2023-12-02,Loja São Paulo 2,Mouse Pad Colorido,2,218,436,218,89.46
293,65208,2023-12-02,Loja Rio de Janeiro 1,Calculadora Cientifica HP,3,155,465,155,110.98
294,65209,2023-12-02,Loja Natal,Fone de Ouvido Bluetooth HP,1,177,177,177,119.77
295,65210,2023-12-02,Loja Porto Alegre,HD SSD Kingston 1 Tb,1,100,100,100,89.17
296,65210,2023-12-02,Loja Porto Alegre,Mouse Pad Colorido,2,219,438,219,89.87
297,65211,2023-12-02,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,50,50,50,45.86
298,65212,2023-12-02,Loja São Paulo 3,HD SSD Kingston 1 Tb,3,105,315,105,93.62
299,65212,2023-12-02,Loja São Paulo 3,Mouse Pad Colorido,4,96,384,96,39.4
300,65215,2023-12-02,Loja Blumenau,Mouse Pad Colorido,1,96,96,96,39.4
301,65215,2023-12-02,Loja Blumenau,Mouse sem Fio Microsoft,1,259,259,259,162.03
302,65215,2023-12-02,Loja Blumenau,Kit Teclado e Mouse Sem Fio,2,256,512,256,191.04
303,65216,2023-12-02,Loja Maringá,Mouse Pad Colorido,1,108,108,108,44.32
304,65216,2023-12-02,Loja Maringá,HD SSD Kingston 1 Tb,2,107,214,107,95.41
305,65216,2023-12-02,Loja Maringá,Kit Teclado e Mouse Sem Fio,3,100,300,100,74.62
306,65217,2023-12-02,Loja São Paulo 1,Mouse Pad Colorido,2,102,204,102,41.86
307,65217,2023-12-02,Loja São Paulo 1,Mesa Digitalizadora,4,196,784,196,139.31
308,65217,2023-12-02,Loja São Paulo 1,Roteador 300 Mbps Cisco,1,71,71,71,56.48
309,65218,2023-12-02,Loja São Paulo 3,Fone de Ouvido Bluetooth HP,5,177,885,177,119.77
310,65219,2023-12-02,Loja Florianópolis,Teclado Gamer com Led,4,248,992,248,182.4
311,65221,2023-12-02,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,114,114,114,85.07
312,65221,2023-12-02,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,138,276,138,126.59
313,65222,2023-12-02,Loja Fortaleza,Mouse sem Fio Microsoft,1,256,256,256,160.15
314,65222,2023-12-02,Loja Fortaleza,Mouse sem Fio Microsoft,1,299,299,299,187.05
315,65225,2023-12-02,Loja São Paulo 2,Teclado sem Fio Multi,1,67,67,67,42.12
316,65226,2023-12-02,Loja Natal,HD SSD Maxtel 750 Gb,3,37,111,37,33.94
317,65227,2023-12-02,Loja São Paulo 2,Mouse sem Fio Microsoft,2,250,500,250,156.4
318,65227,2023-12-02,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,130,130,130,119.25
319,65228,2023-12-02,Loja Rio de Janeiro 2,Mesa Digitalizadora,3,223,669,223,158.5
320,65230,2023-12-02,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,1,709,709,709,529.09
321,65231,2023-12-02,Loja João Pessoa,Mouse sem Fio Microsoft,2,256,512,256,160.15
322,65233,2023-12-02,Loja Rio de Janeiro 1,Teclado sem Fio Megaware,2,124,248,124,92.51
323,65235,2023-12-02,Loja João Pessoa,HD SSD Maxtel 750 Gb,5,50,250,50,45.86
324,65235,2023-12-02,Loja João Pessoa,Teclado sem Fio Megaware,5,124,620,124,92.51
325,65235,2023-12-02,Loja João Pessoa,HD SSD Maxtel 750 Gb,3,87,261,87,79.8
326,65236,2023-12-02,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,4,116,464,116,86.56
327,65237,2023-12-02,Loja São Paulo 1,Teclado sem Fio Multi,1,93,93,93,58.46
328,65238,2023-12-02,Loja Florianópolis,Kit Teclado e Mouse Sem Fio,4,709,2836,709,529.09
329,65238,2023-12-02,Loja Florianópolis,HD SSD Maxtel 750 Gb,2,38,76,38,34.86
330,65238,2023-12-02,Loja Florianópolis,Kit Teclado e Mouse Sem Fio,3,250,750,250,186.56
331,65238,2023-12-02,Loja Florianópolis,Kit Teclado e Mouse Sem Fio,1,262,262,262,195.52
332,65238,2023-12-02,Loja Florianópolis,Mouse Pad Colorido,3,218,654,218,89.46
333,65239,2023-12-02,Loja Rio de Janeiro 1,Mouse sem Fio Microsoft,2,250,500,250,156.4
334,65239,2023-12-02,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,50,50,50,45.86
335,65240,2023-12-02,Loja São Paulo 2,Fone de Ouvido Bluetooth HP,1,177,177,177,119.77
336,65240,2023-12-02,Loja São Paulo 2,Mouse Pad Colorido,2,214,428,214,87.82
337,65241,2023-12-02,Loja Fortaleza,Mouse Pad Colorido,2,133,266,133,54.58
338,65242,2023-12-02,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,2,149,298,149,111.19
339,65242,2023-12-02,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,149,149,149,136.68
340,65242,2023-12-02,Loja São Paulo 2,Mouse sem Fio Microsoft,2,259,518,259,162.03
341,65243,2023-12-02,Loja Rio de Janeiro 2,Mouse Pad Colorido,1,363,363,363,148.97
342,65246,2023-12-02,Loja Maringá,Teclado sem Fio Megaware,3,97,291,97,72.36
343,65247,2023-12-02,Loja João Pessoa,HD SSD Kingston 1 Tb,1,116,116,116,103.43
344,65247,2023-12-02,Loja João Pessoa,Fone de Ouvido Bluetooth HP,2,190,380,190,128.57
345,65248,2023-12-02,Loja Blumenau,Mouse Pad Colorido,2,108,216,108,44.32
346,65249,2023-12-02,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,3,114,342,114,85.07
347,65249,2023-12-02,Loja Rio de Janeiro 1,Teclado sem Fio Multi,1,50,50,50,31.43
348,65249,2023-12-02,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,3,30,90,30,27.52
349,65250,2023-12-02,Loja Rio de Janeiro 2,Mesa Digitalizadora,1,187,187,187,132.92
350,65250,2023-12-02,Loja Rio de Janeiro 2,Mouse Pad Colorido,3,391,1173,391,160.46
351,65250,2023-12-02,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,2,70,140,70,64.21
352,65250,2023-12-02,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,1,709,709,709,529.09
353,65251,2023-12-02,Loja Porto Alegre,Mesa Digitalizadora,1,223,223,223,158.5
354,65252,2023-12-02,Loja Florianópolis,Teclado Gamer com Led,2,214,428,214,157.4
355,65254,2023-12-02,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,283,283,283,259.59
356,65255,2023-12-02,Loja Blumenau,Roteador 300 Mbps Cisco,2,66,132,66,52.5
357,65255,2023-12-02,Loja Blumenau,Kit Teclado e Mouse Sem Fio,2,709,1418,709,529.09
358,65255,2023-12-02,Loja Blumenau,Mouse Pad Colorido,3,363,1089,363,148.97
359,65255,2023-12-02,Loja Blumenau,HD SSD Kingston 1 Tb,2,118,236,118,105.21
360,65256,2023-12-02,Loja Campinas,HD SSD Kingston 1 Tb,3,113,339,113,100.76
361,65256,2023-12-02,Loja Campinas,Calculadora Cientifica HP,3,157,471,157,112.41
362,65258,2023-12-02,Loja Rio de Janeiro 2,Teclado Gamer com Led,2,215,430,215,158.13
363,65260,2023-12-02,Loja Recife,HD SSD Kingston 1 Tb,2,108,216,108,96.3
364,65260,2023-12-02,Loja Recife,Kit Teclado e Mouse Sem Fio,2,256,512,256,191.04
365,65261,2023-12-02,Loja Rio de Janeiro 1,Calculadora Cientifica HP,2,169,338,169,121.0
366,65261,2023-12-02,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,1,100,100,100,74.62
367,65261,2023-12-02,Loja Rio de Janeiro 1,Teclado sem Fio Megaware,3,92,276,92,68.63
368,65262,2023-12-02,Loja São Paulo 2,Teclado Gamer com Led,2,209,418,209,153.72
369,65263,2023-12-02,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,5,700,3500,700,522.37
370,65263,2023-12-02,Loja Rio de Janeiro 1,Roteador 300 Mbps Cisco,5,71,355,71,56.48
371,65263,2023-12-02,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,2,114,228,114,104.57
372,65263,2023-12-02,Loja Rio de Janeiro 1,Mesa Digitalizadora,5,200,1000,200,142.16
373,65264,2023-12-02,Loja Rio de Janeiro 2,Roteador 300 Mbps Cisco,3,60,180,60,47.73
374,65265,2023-12-02,Loja Rio de Janeiro 1,Mouse Pad Colorido,3,219,657,219,89.87
375,65266,2023-12-02,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,2,114,228,114,85.07
376,65267,2023-12-02,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,38,38,38,34.86
377,65268,2023-12-02,Loja Rio de Janeiro 2,Teclado sem Fio Multi,3,50,150,50,31.43
378,65268,2023-12-02,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,3,87,261,87,79.8
379,65269,2023-12-02,Loja Recife,HD SSD Maxtel 750 Gb,2,79,158,79,72.47
380,65270,2023-12-02,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,5,50,250,50,45.86
381,65271,2023-12-02,Loja Fortaleza,Mouse Pad Colorido,2,133,266,133,54.58
382,65271,2023-12-02,Loja Fortaleza,Mouse sem Fio Microsoft,2,255,510,255,159.53
383,65271,2023-12-02,Loja Fortaleza,Mouse Pad Colorido,1,240,240,240,98.49
384,65272,2023-12-02,Loja Rio de Janeiro 2,Mouse Pad Colorido,2,133,266,133,54.58
385,65273,2023-12-02,Loja São Paulo 3,Teclado sem Fio Megaware,3,85,255,85,63.41
386,65273,2023-12-02,Loja São Paulo 3,Calculadora Cientifica HP,2,195,390,195,139.62
387,65273,2023-12-02,Loja São Paulo 3,Roteador 300 Mbps Cisco,3,60,180,60,47.73
388,65274,2023-12-02,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,1,100,100,100,74.62
389,65275,2023-12-02,Loja São Paulo 3,HD SSD Maxtel 750 Gb,2,70,140,70,64.21
390,65276,2023-12-02,Loja Recife,Kit Teclado e Mouse Sem Fio,3,294,882,294,219.4
391,65276,2023-12-02,Loja Recife,Teclado sem Fio Multi,3,67,201,67,42.12
392,65276,2023-12-02,Loja Recife,Mouse Pad Colorido,1,363,363,363,148.97
393,65276,2023-12-02,Loja Recife,HD SSD Kingston 1 Tb,2,118,236,118,105.21
394,65277,2023-12-02,Loja São Paulo 1,Roteador 300 Mbps Cisco,5,74,370,74,58.87
395,65278,2023-12-02,Loja São Paulo 2,HD SSD Maxtel 750 Gb,1,137,137,137,125.67
396,65279,2023-12-02,Loja Blumenau,HD SSD Maxtel 750 Gb,4,311,1244,311,285.28
397,65279,2023-12-02,Loja Blumenau,Fone de Ouvido Bluetooth HP,1,170,170,170,115.04
398,65279,2023-12-02,Loja Blumenau,HD SSD Maxtel 750 Gb,1,176,176,176,161.44
399,65280,2023-12-02,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,283,283,283,259.59
400,65280,2023-12-02,Loja Rio de Janeiro 2,Teclado Gamer com Led,2,209,418,209,153.72
401,65282,2023-12-02,Loja Fortaleza,Mesa Digitalizadora,1,180,180,180,127.94
402,65283,2023-12-02,Loja Recife,Kit Teclado e Mouse Sem Fio,3,750,2250,750,559.69
403,65284,2023-12-02,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,283,566,283,259.59
404,65284,2023-12-02,Loja São Paulo 1,Teclado sem Fio Megaware,2,124,248,124,92.51
405,65286,2023-12-02,Loja Campinas,Kit Teclado e Mouse Sem Fio,5,709,3545,709,529.09
406,65287,2023-12-02,Loja Rio de Janeiro 2,Roteador 300 Mbps Cisco,2,105,210,105,83.53
407,65287,2023-12-02,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,283,283,283,259.59
408,65288,2023-12-02,Loja Fortaleza,Fone de Ouvido Bluetooth HP,3,181,543,181,122.48
409,65288,2023-12-02,Loja Fortaleza,Roteador 300 Mbps Cisco,1,105,105,105,83.53
410,65289,2023-12-02,Loja São Paulo 3,Mouse Pad Colorido,2,240,480,240,98.49
411,65292,2023-12-02,Loja Blumenau,Kit Teclado e Mouse Sem Fio,1,120,120,120,89.55
412,65292,2023-12-02,Loja Blumenau,Mouse Pad Colorido,1,100,100,100,41.04
413,65293,2023-12-02,Loja Fortaleza,Calculadora Cientifica HP,2,163,326,163,116.7
414,65294,2023-12-02,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,1,149,149,149,111.19
415,65294,2023-12-02,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,5,114,570,114,85.07
416,65294,2023-12-02,Loja São Paulo 1,Mouse Pad Colorido,1,218,218,218,89.46
417,65295,2023-12-02,Loja Blumenau,Mouse Pad Colorido,4,363,1452,363,148.97
418,65297,2023-12-02,Loja São Paulo 2,Kit Teclado e Mouse Sem Fio,3,709,2127,709,529.09
419,65299,2023-12-02,Loja Rio de Janeiro 2,Fone de Ouvido Bluetooth HP,1,190,190,190,128.57
420,65299,2023-12-02,Loja Rio de Janeiro 2,Teclado Gamer com Led,1,248,248,248,182.4
421,65301,2023-12-02,Loja Maringá,Calculadora Cientifica HP,2,195,390,195,139.62
422,65304,2023-12-02,Loja São Paulo 1,Teclado sem Fio Multi,1,60,60,60,37.72
423,65304,2023-12-02,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,176,352,176,161.44
424,65308,2023-12-02,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,1,138,138,138,126.59
425,65308,2023-12-02,Loja Rio de Janeiro 2,Mouse Pad Colorido,1,200,200,200,82.07
426,65308,2023-12-02,Loja Rio de Janeiro 2,Roteador 300 Mbps Cisco,1,66,66,66,52.5
427,65308,2023-12-02,Loja Rio de Janeiro 2,Calculadora Cientifica HP,1,195,195,195,139.62
428,65308,2023-12-02,Loja Rio de Janeiro 2,Mesa Digitalizadora,1,223,223,223,158.5
429,65308,2023-12-02,Loja Rio de Janeiro 2,HD SSD Maxtel 750 Gb,2,138,276,138,126.59
430,65310,2023-12-02,Loja São Paulo 3,Calculadora Cientifica HP,2,163,326,163,116.7
431,65311,2023-12-02,Loja São Paulo 3,Mouse Pad Colorido,2,102,204,102,41.86
432,65312,2023-12-02,Loja Porto Alegre,HD SSD Maxtel 750 Gb,1,79,79,79,72.47
433,65312,2023-12-02,Loja Porto Alegre,Kit Teclado e Mouse Sem Fio,1,149,149,149,111.19
434,65313,2023-12-02,Loja Porto Alegre,Mouse Pad Colorido,3,391,1173,391,160.46
435,65313,2023-12-02,Loja Porto Alegre,Roteador 300 Mbps Cisco,1,105,105,105,83.53
436,65314,2023-12-02,Loja São Paulo 1,Mouse sem Fio Microsoft,1,299,299,299,187.05
437,65314,2023-12-02,Loja São Paulo 1,Mesa Digitalizadora,1,187,187,187,132.92
438,65315,2023-12-02,Loja Blumenau,Fone de Ouvido Bluetooth HP,2,185,370,185,125.19
439,65315,2023-12-02,Loja Blumenau,HD SSD Maxtel 750 Gb,4,270,1080,270,247.67
440,65316,2023-12-02,Loja Maringá,Mouse Pad Colorido,2,219,438,219,89.87
441,65316,2023-12-02,Loja Maringá,Mouse sem Fio Microsoft,1,269,269,269,168.28
442,65316,2023-12-02,Loja Maringá,HD SSD Maxtel 750 Gb,1,30,30,30,27.52
443,65318,2023-12-02,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,1,720,720,720,537.3
444,65318,2023-12-02,Loja São Paulo 3,Teclado sem Fio Megaware,3,93,279,93,69.38
445,65321,2023-12-02,Loja João Pessoa,Teclado sem Fio Megaware,2,124,248,124,92.51
446,65322,2023-12-02,Loja São Paulo 2,Teclado sem Fio Megaware,1,80,80,80,59.68
447,65324,2023-12-02,Loja Rio de Janeiro 1,Mesa Digitalizadora,1,196,196,196,139.31
448,65325,2023-12-02,Loja Natal,Mesa Digitalizadora,1,200,200,200,142.16
449,65326,2023-12-02,Loja Rio de Janeiro 1,Mouse sem Fio Microsoft,3,259,777,259,162.03
450,65326,2023-12-02,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,3,720,2160,720,537.3
451,65326,2023-12-02,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,87,87,87,79.8
452,65327,2023-12-02,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,2,262,524,262,195.52
453,65327,2023-12-02,Loja São Paulo 1,Mouse sem Fio Microsoft,5,269,1345,269,168.28
454,65327,2023-12-02,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,4,100,400,100,74.62
455,65328,2023-12-02,Loja Recife,Mouse Pad Colorido,5,219,1095,219,89.87
456,65328,2023-12-02,Loja Recife,HD SSD Maxtel 750 Gb,4,311,1244,311,285.28
457,65328,2023-12-02,Loja Recife,Mesa Digitalizadora,1,196,196,196,139.31
458,65330,2023-12-02,Loja São Paulo 3,Roteador 300 Mbps Cisco,1,60,60,60,47.73
459,65331,2023-12-02,Loja Natal,Kit Teclado e Mouse Sem Fio,3,720,2160,720,537.3
460,65332,2023-12-02,Loja Blumenau,HD SSD Maxtel 750 Gb,5,79,395,79,72.47
461,65332,2023-12-02,Loja Blumenau,HD SSD Maxtel 750 Gb,2,277,554,277,254.09
462,65332,2023-12-02,Loja Blumenau,HD SSD Maxtel 750 Gb,2,311,622,311,285.28
463,65333,2023-12-02,Loja São Paulo 3,Calculadora Cientifica HP,1,195,195,195,139.62
464,65333,2023-12-02,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,1,294,294,294,219.4
465,65334,2023-12-02,Loja São Paulo 1,Teclado sem Fio Multi,1,50,50,50,31.43
466,65335,2023-12-02,Loja São Paulo 2,Mouse sem Fio Microsoft,2,255,510,255,159.53
467,65336,2023-12-02,Loja João Pessoa,Mouse sem Fio Microsoft,5,256,1280,256,160.15
468,65336,2023-12-02,Loja João Pessoa,HD SSD Maxtel 750 Gb,5,114,570,114,104.57
469,65337,2023-12-02,Loja João Pessoa,Calculadora Cientifica HP,2,163,326,163,116.7
470,65337,2023-12-02,Loja João Pessoa,Mouse Pad Colorido,2,358,716,358,146.91
471,65337,2023-12-02,Loja João Pessoa,HD SSD Maxtel 750 Gb,2,138,276,138,126.59
472,65340,2023-12-02,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,1,211,211,211,142.78
473,65340,2023-12-02,Loja Rio de Janeiro 1,Teclado sem Fio Megaware,2,97,194,97,72.36
474,65340,2023-12-02,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,2,190,380,190,128.57
475,65341,2023-12-02,Loja Porto Alegre,Teclado sem Fio Multi,1,69,69,69,43.37
476,65342,2023-12-02,Loja Natal,Teclado sem Fio Multi,2,60,120,60,37.72
477,65343,2023-12-02,Loja São Paulo 3,Teclado sem Fio Multi,1,66,66,66,41.49
478,65343,2023-12-02,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,5,266,1330,266,198.5
479,65344,2023-12-02,Loja São Paulo 2,Mesa Digitalizadora,2,200,400,200,142.16
480,65346,2023-12-02,Loja Rio de Janeiro 2,Mouse sem Fio Microsoft,3,256,768,256,160.15
481,65346,2023-12-02,Loja Rio de Janeiro 2,HD SSD Kingston 1 Tb,1,116,116,116,103.43
482,65346,2023-12-02,Loja Rio de Janeiro 2,Kit Teclado e Mouse Sem Fio,1,266,266,266,198.5
483,65346,2023-12-02,Loja Rio de Janeiro 2,Mouse Pad Colorido,2,350,700,350,143.63
484,65348,2023-12-02,Loja São Paulo 3,Mouse Pad Colorido,1,218,218,218,89.46
485,65348,2023-12-02,Loja São Paulo 3,Teclado sem Fio Multi,1,66,66,66,41.49
486,65350,2023-12-02,Loja São Paulo 3,Fone de Ouvido Bluetooth HP,3,211,633,211,142.78
487,65351,2023-12-02,Loja Natal,Calculadora Cientifica HP,2,150,300,150,107.4
488,65351,2023-12-02,Loja Natal,HD SSD Kingston 1 Tb,1,100,100,100,89.17
489,65353,2023-12-02,Loja São Paulo 3,Teclado sem Fio Megaware,3,92,276,92,68.63
490,65353,2023-12-02,Loja São Paulo 3,Teclado sem Fio Multi,3,69,207,69,43.37
491,65354,2023-12-02,Loja Rio de Janeiro 1,Fone de Ouvido Bluetooth HP,1,190,190,190,128.57
492,65354,2023-12-02,Loja Rio de Janeiro 1,Mouse Pad Colorido,4,133,532,133,54.58
493,65355,2023-12-02,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,78,78,78,71.55
494,65357,2023-12-02,Loja São Paulo 2,Mesa Digitalizadora,2,180,360,180,127.94
495,65358,2023-12-02,Loja Recife,Teclado Gamer com Led,2,248,496,248,182.4
496,65358,2023-12-02,Loja Recife,Fone de Ouvido Bluetooth HP,3,181,543,181,122.48
497,65362,2023-12-02,Loja São Paulo 3,HD SSD Maxtel 750 Gb,2,87,174,87,79.8
498,65363,2023-12-02,Loja São Paulo 3,HD SSD Maxtel 750 Gb,1,78,78,78,71.55
499,65364,2023-12-02,Loja São Paulo 3,HD SSD Maxtel 750 Gb,5,130,650,130,119.25
500,65364,2023-12-02,Loja São Paulo 3,Mouse Pad Colorido,1,108,108,108,44.32
501,65364,2023-12-02,Loja São Paulo 3,Mouse Pad Colorido,3,100,300,100,41.04
502,65365,2023-12-02,Loja São Paulo 1,Mouse Pad Colorido,4,133,532,133,54.58
503,65366,2023-12-02,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,3,276,828,276,253.17
504,65366,2023-12-02,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,1,266,266,266,198.5
505,65366,2023-12-02,Loja Rio de Janeiro 1,Calculadora Cientifica HP,2,150,300,150,107.4
506,65366,2023-12-02,Loja Rio de Janeiro 1,Kit Teclado e Mouse Sem Fio,4,294,1176,294,219.4
507,65367,2023-12-02,Loja Recife,HD SSD Maxtel 750 Gb,1,176,176,176,161.44
508,65367,2023-12-02,Loja Recife,Kit Teclado e Mouse Sem Fio,3,709,2127,709,529.09
509,65370,2023-12-02,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,2,709,1418,709,529.09
510,65370,2023-12-02,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,5,266,1330,266,198.5
511,65371,2023-12-02,Loja São Paulo 2,Mouse sem Fio Microsoft,2,250,500,250,156.4
512,65371,2023-12-02,Loja São Paulo 2,Mouse sem Fio Microsoft,1,255,255,255,159.53
513,65371,2023-12-02,Loja São Paulo 2,HD SSD Kingston 1 Tb,2,105,210,105,93.62
514,65372,2023-12-02,Loja São Paulo 2,Mouse Pad Colorido,3,218,654,218,89.46
515,65372,2023-12-02,Loja São Paulo 2,HD SSD Maxtel 750 Gb,3,137,411,137,125.67
516,65372,2023-12-02,Loja São Paulo 2,Mouse sem Fio Microsoft,2,250,500,250,156.4
517,65372,2023-12-02,Loja São Paulo 2,Mouse Pad Colorido,1,100,100,100,41.04
518,65373,2023-12-02,Loja Campinas,Mouse Pad Colorido,3,358,1074,358,146.91
519,65374,2023-12-02,Loja São Paulo 1,Mouse sem Fio Microsoft,1,259,259,259,162.03
520,65374,2023-12-02,Loja São Paulo 1,Mouse Pad Colorido,1,358,358,358,146.91
521,65374,2023-12-02,Loja São Paulo 1,HD SSD Maxtel 750 Gb,4,275,1100,275,252.25
522,65376,2023-12-02,Loja Rio de Janeiro 2,Mesa Digitalizadora,5,200,1000,200,142.16
523,65378,2023-12-02,Loja São Paulo 2,Roteador 300 Mbps Cisco,1,73,73,73,58.07
524,65378,2023-12-02,Loja São Paulo 2,HD SSD Kingston 1 Tb,3,105,315,105,93.62
525,65382,2023-12-02,Loja São Paulo 1,Roteador 300 Mbps Cisco,1,66,66,66,52.5
526,65382,2023-12-02,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,176,176,176,161.44
527,65384,2023-12-02,Loja São Paulo 1,Roteador 300 Mbps Cisco,3,105,315,105,83.53
528,65384,2023-12-02,Loja São Paulo 1,Kit Teclado e Mouse Sem Fio,3,266,798,266,198.5
529,65385,2023-12-02,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,1,79,79,79,72.47
530,65385,2023-12-02,Loja Rio de Janeiro 1,HD SSD Maxtel 750 Gb,3,41,123,41,37.61
531,65385,2023-12-02,Loja Rio de Janeiro 1,Teclado Gamer com Led,2,248,496,248,182.4
532,65386,2023-12-02,Loja Rio de Janeiro 2,Mouse Pad Colorido,1,350,350,350,143.63
533,65387,2023-12-02,Loja Rio de Janeiro 1,HD SSD Kingston 1 Tb,1,105,105,105,93.62
534,65388,2023-12-02,Loja Natal,Fone de Ouvido Bluetooth HP,1,177,177,177,119.77
535,65388,2023-12-02,Loja Natal,Mouse sem Fio Microsoft,1,269,269,269,168.28
536,65389,2023-12-02,Loja Rio de Janeiro 2,Mouse sem Fio Microsoft,1,299,299,299,187.05
537,65390,2023-12-02,Loja São Paulo 1,HD SSD Maxtel 750 Gb,1,276,276,276,253.17
538,65390,2023-12-02,Loja São Paulo 1,HD SSD Kingston 1 Tb,2,141,282,141,125.72
539,65392,2023-12-02,Loja São Paulo 3,Kit Teclado e Mouse Sem Fio,2,149,298,149,111.19
540,65393,2023-12-02,Loja Fortaleza,HD SSD Maxtel 750 Gb,3,283,849,283,259.59
541,65393,2023-12-02,Loja Fortaleza,Kit Teclado e Mouse Sem Fio,1,259,259,259,193.28
542,65394,2023-12-02,Loja Fortaleza,Roteador 300 Mbps Cisco,1,105,105,105,83.53
543,65394,2023-12-02,Loja Fortaleza,Fone de Ouvido Bluetooth HP,2,211,422,211,142.78
544,65396,2023-12-02,Loja Recife,HD SSD Maxtel 750 Gb,3,270,810,270,247.67
545,65397,2023-12-02,Loja São Paulo 1,HD SSD Maxtel 750 Gb,2,41,82,41,37.61
546,65397,2023-12-02,Loja São Paulo 1,Teclado Gamer com Led,2,200,400,200,147.1
547,65397,2023-12-02,Loja São Paulo 1,HD SSD Kingston 1 Tb,3,100,300,100,89.17
548,65398,2023-12-02,Loja Rio de Janeiro 1,Teclado Gamer com Led,2,214,428,214,157.4
